200	200	200	201	201	201	202	202	202	203	203	203	207	207	207	208	208	208	208	209	209	209
240	240	240	240	240	240	240	240	240	240	240	240	300	240	240	240	240	240	240	240	240	240
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
