5	5	5	5	5	5	6	6	6	6	6	7	7	7	7	7	8	8	8	8	23	23	23	36	36	36	36	101	101	101	119	119	119	119	127	127	127	127	127	150	150	150	192	192	192	215	215	215	222	222	222	222	222	252	252	252	332	332	332	332	332	332	332	332	333	333	333	335	335	335	354	354	355	355	355	355	384	384	384	384	401	401	401	412	412	412	412	437	437	437	437	437	443	443	447	447	447	454	454	455	455	455	455	461	461	461	461	466	466	471	471	471	476	476	476	476	481	481	481	481
700	700	700	700	700	700	280	280	360	283	297	300	300	300	300	300	400	400	400	400	340	340	340	320	320	320	320	60	60	60	200	200	200	200	48	48	48	48	48	100	100	100	55	55	55	120	120	120	45	45	45	45	45	75	75	75	35	35	35	35	35	35	35	35	50	50	50	103	110	103	25	25	125	125	125	125	80	80	80	80	47	47	47	45	45	45	45	27.5	27.5	27.5	27.5	27.5	340	340	50	50	50	100	100	35	35	35	35	27.5	27.5	27.5	27.5	55	55	65	65	65	60	60	60	60	30	30	50	50
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
